id,cau_hoi,A,B,C,D,dap_an,giai_thich
1,"Camouflage is a way of hiding that allows an animal to blend in with its environment or otherwise go _____ by predators.",noticeably,noticed,unnoticed,unnoticeable,C,"A. noticeably /ˈnəʊtɪsəbli/ (adv): đáng lưu ý, lưu tâm | B. noticed /ˈnəʊtɪs/ (v-ed): chú ý | C. unnoticed /ˌʌnˈnəʊtɪst/ (a): bị bỏ qua, không quan sát, không chú ý | D. unnoticeable /ˌʌnˈnəʊtɪsəbl/ (a): không đáng nói, không thể nhận thấy. Tạm dịch: Ngụy trang là một cách để che giấu cho phép một con vật hòa lẫn với môi trường xung quanh hoặc nếu không thì sẽ bị bỏ qua bởi những kẻ săn mồi."
2,"The latest in science news is inspirational for a new generation of thinkers who will continue to push the boundaries of human _____",inability,capability,disability,capacitation,B,"A. inability /ˌɪnəˈbɪləti/ (n): sự không có khả năng, sự bất tài | B. capability /ˌkeɪpəˈbɪləti/ (n): khả năng | C. disability /ˌdɪsəˈbɪləti/ (n): sự ốm yếu tàn tật | D. capacitation /kəˌpæsəˈteɪtʃən/ (n): khả năng. Tạm dịch: Tin tức khoa học gần đây nhất là nguồn cảm hứng cho một thế hệ mới của các nhà tư tưởng, những người sẽ tiếp tục nâng khả năng giới hạn của loài người lên cao hơn."
3,"Industry 4.0 is hailed as a revolutionary approach in the manufacturing industry. New technology will push global manufacturers to a new level of optimization and _____",producer,products,reproduction,productivity,D,"A. producer /prəˈdjuːsər/ (n): nhà sản xuất | B. products /ˈprɒdʌkts/ (n): sản phẩm | C. reproduction /ˌriːprəˈdʌkʃən/ (n): sự tái sản xuất | D. productivity /ˌprɒdʌkˈtɪvəti/ (n): khả năng sản xuất, năng suất. Tạm dịch: Nền công nghiệp 4.0 được ca ngợi là một cách tiếp cận mang tính cách mạng trong ngành công nghiệp sản xuất. Công nghệ mới sẽ thúc đẩy các nhà sản xuất trên toàn cầu đến một cấp độ mới về năng suất và tối ưu hóa."
4,"Mammals are vertebrate animals and _____ bythe presence of mammary glands which in females produce milk for feeding their offspring. _____",characteristic,characteristically,characterized,characters,C,"A. characteristic /ˌkærəktəˈrɪstɪk/ (a): nét đặc trưng, tiêu biểu | B. characteristically /ˌkærəktəˈrɪstɪkli/ (adv): theo tính cách đặc trưng, tiêu biểu | C. characterized /ˈkærəktəraɪzd/ (v-ed): tiêu biểu cho ai/ cái gì | D. characters /ˈkærəktər/ (n): tính cách, nhân vật. Tạm dịch: Động vật có vú là động vật có xương sống và đặc trưng bởi sự hiện diện của tuyến vú mà giống cái sản xuất sữa để nuôi con."
5,"The plague known as the Black Death was a _____ disease in the 18th century. However, this epidemic is now controlled thanks to advancements in medical science.",contingent,contiguous,contagious,congenial,C,"A. contingent /kənˈtɪndʒənt/ (a) : không chắc chắn, ngẫu nhiên, tình cờ | B. contiguous /kənˈtɪɡjuəs/ (a): kề giáp, bên cạnh | C. contagious /kənˈteɪdʒəs/ (a): truyền nhiễm, dễ lây qua tiếp xúc | D. congenial /kənˈdʒiːniəl/ (a): cùng tính chất, hợp nhau, thích hợp. Tạm dịch: Bệnh dịch hạch được biết đến như là Cái Chết Đen là một căn bệnh truyền nhiễm trong thế kỷ 18. Tuy nhiên, dịch bệnh này hiện đang được kiểm soát nhờ vào những tiến bộ trong khoa học y tế."
6,"Although organ transplantation can bring patients back to life, the cost of this practice _____ is _____ and not everybody can afford it.",repressive,prohibitive,restrictive,exclusive,B,"A. repressive /rɪˈpresɪv/ (a): hà khắc | B. prohibitive /prəˈhɪbətɪv/ (a): cao đến mức không thể mua được (về giá cả), đắt đỏ | C. restrictive /rɪˈstrɪktɪv/ (a): hạn chế, giới hạn | D. exclusive /ɪkˈskluːsɪv/ (a): dành riêng cho. Tạm dịch: Mặc dù cấy ghép nội tạng có thể giữ được mạng sống cho bệnh nhân nhưng chi phí cho điều này là vô cùng đắt đỏ và không phải ai cũng có thể đủ khả năng chỉ trả."
7,"Marine construction technology like this is very complex, somewhat _____ totrying to build a waterproof bridge under rivers.",incumbent,synchronized,correlative,analogous,D,"A. incumbent /ɪnˈkʌmbənt/ (a): là phận sự của ai | B. synchronized /ˈsɪŋkrənaɪz/ (a): đồng thời | C. correlative /kəˈrelətɪv/ (a): tương quan | D. analogous to/ with smt /əˈnæləɡəs/ (a): tương tự, giống nhau. Tạm dịch: Công nghệ xây dựng hàng hải như thế này là rất phức tạp, tương tự như cố gắng xây dựng một cây cầu chống thấm dưới sông."
8,"The ultramodern printers using laser can reproduce photographes with amazing _____",felicity,fidelity,frugality,futility,B,"A. felicity /fəˈlɪsəti/ (n): hạnh phúc (lớn) | B. fidelity /fɪˈdeləti/ (n): lòng trung thành, tính trung thành, độ chân thật | C. frugality /fruˈɡæləti/ (n): tính căn cơ, thanh đạm | D. futility /fjuːˈtɪləti/ (n): sự vô ích, sự không có hiệu quả. Tạm dịch: Các máy in tối tân sử dụng tia laser có thể tái tạo hình ảnh với độ chân thật đáng kinh ngạc."
9,"He _____ burnt himself when he added acid sulfuric into the water during his experiment in the school laboratory.",incongruously,inadvertently,vehemently,graciously,B,"A. incongruously /ɪnˈkɒŋɡruəsli/ (adv): không thích hợp, phi lí | B. inadvertently /ˌɪnədˈvɜːtntli/ (adv): tình cờ, không cố ý | C. vehemently /ˈviːəməntli/ (adv): mãnh liệt, kịch tính | D. graciously /ˈɡreɪʃəsli/ (adv): hòa nhã, ân cần. Tạm dịch: ông vô tình làm bỏng chính mình khi ông thêm axitsulfuric vào nước trong thí nghiệm ở phòng thí nghiệm của trường học"
10,"In the morning seminar, the researcher _____ talks about how important Biology is in our daily life, his face glowing with enthusiasm.",dolefully,spasmodically,insidiously,zealously,D,"A. dolefully /ˈdəʊlfəli/ (adv): buồn da diết, u sầu, buồn thảm | B. spasmodically /spæzˈmɒdɪkli/ (adv): lác đác, lúc có lúc không | C. insidiously /ɪnˈsɪdiəsli/ (adv): âm thầm, lẳng lặng | D. zealously /ˈzeləsli/ (adv): hăng hái, sốt sắng. Tạm dịch: Trong cuộc hội thảo buổi sáng, nhà nghiên cứu hăng hái nói về sinh học quan trọng thế nào trong cuộc sống hàng ngày của chúng ta, gương mặt ông tràn đầy nhiệt huyết."
