id,cau_hoi,A,B,C,D,dap_an,giai_thich
1,"In some countries, _____ activities outside of official institutions are banned.",religion,religious,religionist,religiously,B,"A. religion /rɪˈlɪdʒən/ (n): tôn giáo | B. religious /rɪˈlɪdʒəs/ (a): (thuộc) tôn giáo Giaoandethitienganh.info | C. religionist /rɪˈlɪdʒənɪst/ (n): người cuồng tín | D. religiously / /rɪˈlɪdʒəsli/ (adv): một cách sùng đạo, một cách đều đặn Căn cứ vào danh từ ""activities"" thì vị trí trống cần một tính từ. Nên đáp án đúng là | B. Tạm dịch: Ở một số quốc gia, các hoạt động tôn giáo bên ngoài các tổ chức chính thống bị cấm."
2,"In Changsha, the education bureau last week issued a _____ to schools not to celebrate western festivals such as Christmas, including putting up decorations, posting related messages or exchanging gifts.",direct,direction,directive,directional,C,"A. direct /dəˈrekt/ (v): gửi, hướng dẫn, quản lý, điều khiển | B. direction /dəˈrekʃən/ (n): sự điều khiển, chỉ huy, lời chỉ dẫn | C. directive /dəˈrektɪv/ (n): chỉ thị, lời hướng dẫn | D. directional /dəˈrekʃənl/ (a): định hướng Căn cứ vào mạo từ ""a"" thì vị trí còn trống cần một danh từ. Xét về nghĩa thì đáp án đúng là | C. Tạm dịch: Tại Trường Sa, cục giáo dục tuần trước đã ban hành một chỉ thị cho các trường học không tổ chức các lễ hội phương Tây như Giáng sinh, gồm trang trí, đăng các tin nhắn liên quan hoặc trao đổi quà tặng."
3,"Some people hold the belief that teachers should _____ the education of traditional culture for students and guide them to refuse overseas festivals.",strengthen,strong,strength,stronghold,A,"A. strengthen /ˈstreŋθn/ (v): đẩy mạnh, tăng cường, củng cố | B. strong /strɒŋ/ (a): khỏe mạnh, bền, vững chắc | C. strength /streŋθ/ (n): sức mạnh | D. stronghold /ˈstrɒŋhəʊld/ (n): pháo đài, đòn lũy, thành trì Căn cứ vào động từ khuyết thiếu ""should"" thì vị trí còn trống cần một động từ. Nên đáp án đúng là A. Tạm dịch: Một số người giữ niềm tin rằng giáo viên nên tăng cường giáo dục văn hóa truyền thống cho học sinh và dẫn dắt họ từ chối các lễ hội ở nước ngoài."
4,"Celebration is a _____ condition to cultivate mutual understanding between people on both local and global scale. _____ Giaoandethitienganh.info _____",favorite,favoring,favour,favourable,D,"A. favorite /ˈfeɪvərɪt/ (a): ưa thích | C. favour /ˈfeɪvər/ (n): thiện ý, sự quý mến, sự đồng ý, sự thuận ý | D. favourable /ˈfeɪvərəbl/ (a): thuận lợi Căn cứ vào danh từ ""condition"" thì vị trí còn trống cần một tính từ. Xét về nghĩa thì đáp án đúng là | D. Tạm dịch: Lễ kỷ niệm là một điều kiện thuận lợi để trau dồi sự hiểu biết lẫn nhau giữa mọi người trên quy mô địa phương và toàn cầu."
5,"Celebrating new traditions keeps us adapted, which is especially important when we go through some phases of culture _____ that may affect many of us in the first months after moving overseas.",context,shock,preparation,exchange,B,"A. context /ˈkɒntekst/ (n): văn cảnh, ngữ cảnh | B. shock /ʃɒk/ (n): sự va chạm, cú sốc | C. preparation /ˌprepəˈreɪʃn/ (n): sự chuẩn bị | D. exchange /ɪksˈtʃeɪndʒ/ (n): sự trao đổi. Cụm từ cố định: culture shock: sốc văn hóa. Tạm dịch: Tổ chức truyền thống mới giúp chúng ta cập nhật thông tin mới, điều này đặc biệt quan trọng khi chúng ta trải qua một số giai đoạn sốc văn hóa có thể ảnh hưởng đến nhiều người trong chúng ta trong những tháng đầu tiên sau khi chuyến ra nước ngoài."
6,"The rock festival was fun, but it was marred by the organization, which was a _____",chaos,mess,shambles,confusion,C,"A. chaos /ˈkeɪɒs/ (n): sự hỗn loạn, lộn xộn | B. mess /mes/ (n): tình trạng hỗn độn, bừa bộn, bẩn thỉu Giaoandethitienganh.info | C. shamples /ˈsɑːmpl/ (n): lò mổ, tình trạng hỗn loạn, rối ren | D. confusion /kənˈfjuːʒn/ (n): sự lộn xộn, bối rối, xấu hổ. Tạm dịch: ""Lễ hội nhạc rock rất vui, nhưng nó đã bị tổ chức này phá hỏng, gây ra một tình trạng hỗn loạn."
7,"The school orchestra’s giving a _____ tonight,which sounds quite interesting.",recital,score,concert,rehearsal,A,"A. recital /rɪˈsaɪtl/ (n): sự kể lại, ngâm thơ, biểu diễn độc tấu | B. score /skɔːr/ (n): điểm | C. concert /ˈkɒnsət/ (n): buổi hòa nhạc | D. rehearsal /rɪˈhɜːsl/ (n): sự diễn tập (vở kịch, bài múa,...). Tạm dịch: Dàn nhạc của trường sẽ có buổi biểu diễn độc tấu tối nay, điều này nghe có vẻ khá thú vị."
8,"We went to that _____ of Lewis' paintings at the Granchester Museum last week.",masterpiece,audition,installation,retrospective,D,"A. masterpiece /ˈmɑːstəpiːs/ (n): tác phẩm lớn, kiệt tác | B. audition /ɔːˈdɪʃn/ (n): sự thử giọng | C. installation /ˌɪnstəˈleɪʃn/ (n): lễ nhậm chức, kho quân sự | D. retrospective /ˌretrəˈspektɪv/ (n): triển lãm nhìn lại quá khứ sáng tác. Tạm dịch: Chúng tôi đã đến triển lãm nhìn lại quá khứ sáng tác những bức tranh của Lewis tại Bảo tàng Granchester tuần trước."
9,"During the peak season, prices often rise _____ at most tourist attractions.",virtually,desperately,dramatically,regularly,C,"A. virtually /ˈvɜːtʃuəli/ (adv): hầu như, gần như | B. desperately /ˈdespərətli/ (adv): liều lĩnh, liều mạng | C. dramatically /drəˈmætɪkli/ (adv): đột ngột | D. regularly /ˈreɡjələli/ (adv): đều đặn, thường xuyên. Tạm dịch: Trong mùa cao điểm, giá thường tăng đột ngột ở hầu hết các điểm du lịch."
10,"Traditional celebrations are an excellent opportunity for _____ exchanging ideas and information.",worldwide,interculturally,multinationally,universally,B,"A. worldwide /ˌwɜːldˈwaɪd/ (a/adv): trên toàn thế giới | B. interculturally /ˌɪntəˈkʌltʃərəli/ (adv): liên văn hóa | C. multinationally /ˌmʌltiˈnæʃnəli/ (adv): đa quốc gia | D. universally /ˌjuːnɪˈvɜːsəli/ (adv): phổ biến, mọi nơi. Tạm dịch: Lễ kỷ niệm truyền thống là một cơ hội tuyệt vời để trao đổi một cách liên văn hóa các ý tưởng và thông tin."
